date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
06.03.2019,Independiente,4,,Atlas,0,,Copa Argentina
05.03.2019,Argentinos Jrs,4,,Douglas Haig,1,,Copa Argentina
28.02.2019,Tigre,0,,CA Estudiantes,3,,Copa Argentina
27.02.2019,Banfield,3,,CDJU Gualeguaychu,0,,Copa Argentina
26.02.2019,Rosario Central,2,2.0,Sol de Mayo,3,2.0,Copa Argentina
02.06.2019,Tigre,2,,Boca Juniors,0,,Copa de la Superliga
26.05.2019,Boca Juniors,1,,Argentinos Jrs,0,,Copa de la Superliga
25.05.2019,Atl. Tucuman,0,,Tigre,1,,Copa de la Superliga
19.05.2019,Argentinos Jrs,0,,Boca Juniors,0,,Copa de la Superliga
18.05.2019,Tigre,5,,Atl. Tucuman,0,,Copa de la Superliga
16.05.2019,Boca Juniors,1,0.0,Velez Sarsfield,0,0.0,Copa de la Superliga
16.05.2019,Gimnasia L.P.,1,,Argentinos Jrs,2,,Copa de la Superliga
14.05.2019,River Plate,4,,Atl. Tucuman,1,,Copa de la Superliga
14.05.2019,Racing Club,2,,Tigre,1,,Copa de la Superliga
12.05.2019,Velez Sarsfield,0,,Boca Juniors,0,,Copa de la Superliga
12.05.2019,Argentinos Jrs,0,,Gimnasia L.P.,0,,Copa de la Superliga
11.05.2019,Atl. Tucuman,3,,River Plate,0,,Copa de la Superliga
11.05.2019,Tigre,2,,Racing Club,0,,Copa de la Superliga
06.05.2019,Velez Sarsfield,2,,Lanus,0,,Copa de la Superliga
05.05.2019,Boca Juniors,3,,Godoy Cruz,1,,Copa de la Superliga
05.05.2019,Defensa y Justicia,0,,Gimnasia L.P.,2,,Copa de la Superliga
05.05.2019,San Lorenzo,1,,Argentinos Jrs,1,,Copa de la Superliga
04.05.2019,Racing Club,0,,Estudiantes L.P.,0,,Copa de la Superliga
04.05.2019,Union de Santa Fe,1,,Tigre,3,,Copa de la Superliga
04.05.2019,Atl. Tucuman,2,,Talleres Cordoba,0,,Copa de la Superliga
03.05.2019,River Plate,6,,Aldosivi,0,,Copa de la Superliga
29.04.2019,Gimnasia L.P.,1,,Defensa y Justicia,0,,Copa de la Superliga
29.04.2019,Tigre,1,,Union de Santa Fe,2,,Copa de la Superliga
28.04.2019,Godoy Cruz,1,,Boca Juniors,2,,Copa de la Superliga
28.04.2019,Aldosivi,1,,River Plate,1,,Copa de la Superliga
28.04.2019,Argentinos Jrs,1,,San Lorenzo,0,,Copa de la Superliga
27.04.2019,Estudiantes L.P.,1,,Racing Club,1,,Copa de la Superliga
27.04.2019,Lanus,1,,Velez Sarsfield,2,,Copa de la Superliga
26.04.2019,Talleres Cordoba,3,,Atl. Tucuman,2,,Copa de la Superliga
21.04.2019,Independiente,1,,Argentinos Jrs,1,,Copa de la Superliga
21.04.2019,Union de Santa Fe,3,,San Martin T.,0,,Copa de la Superliga
21.04.2019,Newells Old Boys,1,,Gimnasia L.P.,3,,Copa de la Superliga
21.04.2019,Tigre,3,,Colon Santa FE,2,,Copa de la Superliga
20.04.2019,Godoy Cruz,2,1.0,Patronato,1,1.0,Copa de la Superliga
20.04.2019,Talleres Cordoba,3,2.0,San Martin S.J.,0,0.0,Copa de la Superliga
20.04.2019,Lanus,2,,Belgrano,0,,Copa de la Superliga
20.04.2019,Aldosivi,1,,Rosario Central,2,,Copa de la Superliga
19.04.2019,Huracan,0,0.0,San Lorenzo,1,0.0,Copa de la Superliga
19.04.2019,Banfield,0,,Estudiantes L.P.,2,,Copa de la Superliga
15.04.2019,Rosario Central,0,,Aldosivi,2,,Copa de la Superliga
15.04.2019,Patronato,1,,Godoy Cruz,1,,Copa de la Superliga
14.04.2019,Argentinos Jrs,3,,Independiente,2,,Copa de la Superliga
14.04.2019,San Lorenzo,0,,Huracan,0,,Copa de la Superliga
14.04.2019,Estudiantes L.P.,0,,Banfield,1,,Copa de la Superliga
13.04.2019,San Martin T.,1,,Union de Santa Fe,1,,Copa de la Superliga
13.04.2019,Belgrano,3,,Lanus,2,,Copa de la Superliga
13.04.2019,San Martin S.J.,2,,Talleres Cordoba,0,,Copa de la Superliga
12.04.2019,Gimnasia L.P.,0,,Newells Old Boys,1,,Copa de la Superliga
12.04.2019,Colon Santa FE,0,,Tigre,0,,Copa de la Superliga
02.05.2018/2019,Boca Juniors,1,0.0,Rosario Central,0,0.0,Super Cup
