"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"11.03.2019","EL Nacional",1,,"Dep. Cuenca",1,,"Liga Pro"
"10.03.2019","Delfin",0,,"Emelec",0,,"Liga Pro"
"10.03.2019","Barcelona SC",1,,"U. Catolica",2,,"Liga Pro"
"10.03.2019","Ind. del Valle",0,,"America de Quito",0,,"Liga Pro"
"09.03.2019","Guayaquil City",1,,"Fuerza A.",1,,"Liga Pro"
"09.03.2019","Macara",3,,"LDU Quito",0,,"Liga Pro"
"09.03.2019","Aucas",1,,"Mushuc Runa",1,,"Liga Pro"
"08.03.2019","Tecnico U.",0,,"Olmedo",3,,"Liga Pro"
"04.03.2019","U. Catolica",6,,"Fuerza A.",0,,"Liga Pro"
"03.03.2019","Olmedo",0,,"Macara",2,,"Liga Pro"
"03.03.2019","Ind. del Valle",3,,"Barcelona SC",0,,"Liga Pro"
"03.03.2019","Mushuc Runa",0,,"EL Nacional",1,,"Liga Pro"
"02.03.2019","Emelec",1,,"Tecnico U.",0,,"Liga Pro"
"02.03.2019","LDU Quito",4,,"Guayaquil City",0,,"Liga Pro"
"02.03.2019","Delfin",4,,"Aucas",2,,"Liga Pro"
"01.03.2019","Dep. Cuenca",2,,"America de Quito",0,,"Liga Pro"
"25.02.2019","Guayaquil City",0,,"Ind. del Valle",1,,"Liga Pro"
"24.02.2019","EL Nacional",0,,"Delfin",1,,"Liga Pro"
"24.02.2019","Barcelona SC",2,,"Mushuc Runa",0,,"Liga Pro"
"24.02.2019","Aucas",3,,"U. Catolica",1,,"Liga Pro"
"23.02.2019","Tecnico U.",0,,"Macara",2,,"Liga Pro"
"23.02.2019","America de Quito",0,,"LDU Quito",1,,"Liga Pro"
"23.02.2019","Fuerza A.",1,,"Olmedo",4,,"Liga Pro"
"22.02.2019","Dep. Cuenca",1,,"Emelec",0,,"Liga Pro"
"18.02.2019","Ind. del Valle",1,,"Tecnico U.",0,,"Liga Pro"
"17.02.2019","Delfin",0,,"Guayaquil City",1,,"Liga Pro"
"17.02.2019","Emelec",1,,"Fuerza A.",2,,"Liga Pro"
"17.02.2019","Mushuc Runa",1,,"Dep. Cuenca",1,,"Liga Pro"
"16.02.2019","Macara",0,,"Barcelona SC",0,,"Liga Pro"
"16.02.2019","U. Catolica",0,,"LDU Quito",0,,"Liga Pro"
"16.02.2019","Olmedo",1,,"America de Quito",0,,"Liga Pro"
"15.02.2019","EL Nacional",1,,"Aucas",3,,"Liga Pro"
"11.02.2019","America de Quito",0,,"Mushuc Runa",1,,"Liga Pro"
"10.02.2019","Tecnico U.",1,,"U. Catolica",2,,"Liga Pro"
"10.02.2019","Aucas",0,,"Emelec",2,,"Liga Pro"
"10.02.2019","Dep. Cuenca",3,,"Ind. del Valle",2,,"Liga Pro"
"09.02.2019","Barcelona SC",5,,"EL Nacional",2,,"Liga Pro"
"09.02.2019","LDU Quito",3,,"Olmedo",2,,"Liga Pro"
"09.02.2019","Fuerza A.",0,,"Delfin",2,,"Liga Pro"
"08.02.2019","Guayaquil City",1,,"Macara",1,,"Liga Pro"
"16.12.2018","LDU Quito",1,,"Emelec",0,,"Serie A"
"15.12.2018","Aucas",2,,"Mushuc Runa",2,,"Serie A"
"12.12.2018","Emelec",1,,"LDU Quito",1,,"Serie A"
"11.12.2018","Mushuc Runa",1,,"Aucas",0,,"Serie A"
"08.12.2018","Dep. Cuenca",0,,"Aucas",1,,"Serie A"
"08.12.2018","EL Nacional",0,,"Barcelona SC",0,,"Serie A"
"08.12.2018","Guayaquil City",2,,"U. Catolica",1,,"Serie A"
"08.12.2018","Ind. del Valle",0,,"Macara",1,,"Serie A"
"08.12.2018","LDU Quito",0,,"Delfin",0,,"Serie A"
"08.12.2018","Tecnico U.",1,,"Emelec",2,,"Serie A"
"02.12.2018","Aucas",1,,"Ind. del Valle",1,,"Serie A"
"02.12.2018","Barcelona SC",2,,"Tecnico U.",1,,"Serie A"
"02.12.2018","Delfin",5,,"EL Nacional",1,,"Serie A"
"02.12.2018","Emelec",0,,"LDU Quito",0,,"Serie A"
"02.12.2018","Macara",6,,"Guayaquil City",1,,"Serie A"
"02.12.2018","U. Catolica",1,,"Dep. Cuenca",2,,"Serie A"
"28.11.2018","Emelec",0,,"Ind. del Valle",0,,"Serie A"
"28.11.2018","EL Nacional",1,,"Tecnico U.",2,,"Serie A"
"28.11.2018","Barcelona SC",2,,"Dep. Cuenca",1,,"Serie A"
"28.11.2018","Aucas",1,,"LDU Quito",3,,"Serie A"
"28.11.2018","Delfin",3,,"Guayaquil City",0,,"Serie A"
"28.11.2018","Macara",1,,"U. Catolica",2,,"Serie A"
"24.11.2018","Ind. del Valle",1,,"Barcelona SC",0,,"Serie A"
"24.11.2018","Guayaquil City",1,,"Emelec",4,,"Serie A"
"24.11.2018","LDU Quito",4,,"EL Nacional",0,,"Serie A"
"23.11.2018","Dep. Cuenca",1,,"Macara",1,,"Serie A"
"23.11.2018","Tecnico U.",2,,"Delfin",1,,"Serie A"
"23.11.2018","U. Catolica",0,,"Aucas",2,,"Serie A"
"12.11.2018","Guayaquil City",1,,"EL Nacional",0,,"Serie A"
"11.11.2018","U. Catolica",2,,"Barcelona SC",2,,"Serie A"
"11.11.2018","Aucas",2,,"Macara",1,,"Serie A"
"10.11.2018","Dep. Cuenca",0,,"Emelec",2,,"Serie A"
"10.11.2018","Tecnico U.",2,,"LDU Quito",1,,"Serie A"
"09.11.2018","Ind. del Valle",3,,"Delfin",1,,"Serie A"
"05.11.2018","LDU Quito",4,,"Guayaquil City",1,,"Serie A"
"04.11.2018","Barcelona SC",3,,"Aucas",1,,"Serie A"
"04.11.2018","EL Nacional",1,,"Ind. del Valle",1,,"Serie A"
"03.11.2018","Tecnico U.",0,,"Macara",1,,"Serie A"
"03.11.2018","Emelec",3,,"U. Catolica",1,,"Serie A"
"02.11.2018","Delfin",3,,"Dep. Cuenca",0,,"Serie A"
"31.10.2018","Ind. del Valle",4,,"Guayaquil City",0,,"Serie A"
"28.10.2018","Macara",1,,"Barcelona SC",0,,"Serie A"
"28.10.2018","Ind. del Valle",1,,"LDU Quito",1,,"Serie A"
"28.10.2018","Aucas",0,,"Emelec",1,,"Serie A"
"27.10.2018","Guayaquil City",2,,"Tecnico U.",3,,"Serie A"
"27.10.2018","U. Catolica",2,,"Delfin",2,,"Serie A"
"26.10.2018","Dep. Cuenca",2,,"EL Nacional",0,,"Serie A"
"22.10.2018","Tecnico U.",0,,"Ind. del Valle",2,,"Serie A"
"21.10.2018","Emelec",3,,"Macara",1,,"Serie A"
"20.10.2018","Delfin",1,,"Aucas",0,,"Serie A"
"20.10.2018","LDU Quito",1,,"Dep. Cuenca",0,,"Serie A"
"20.10.2018","Guayaquil City",3,,"Barcelona SC",4,,"Serie A"
"19.10.2018","EL Nacional",1,,"U. Catolica",3,,"Serie A"
"14.10.2018","Barcelona SC",1,,"Emelec",0,,"Serie A"
"14.10.2018","Dep. Cuenca",1,,"Tecnico U.",3,,"Serie A"
"13.10.2018","U. Catolica",0,,"LDU Quito",1,,"Serie A"
"13.10.2018","Aucas",3,,"EL Nacional",2,,"Serie A"
"12.10.2018","Macara",1,,"Delfin",1,,"Serie A"
"08.10.2018","Guayaquil City",1,,"Dep. Cuenca",1,,"Serie A"
"07.10.2018","LDU Quito",0,,"Macara",0,,"Serie A"
"07.10.2018","Ind. del Valle",1,,"U. Catolica",3,,"Serie A"
"06.10.2018","Delfin",1,,"Barcelona SC",0,,"Serie A"
"06.10.2018","EL Nacional",1,,"Emelec",1,,"Serie A"
"05.10.2018","Tecnico U.",3,,"Aucas",0,,"Serie A"
"03.10.2018","LDU Quito",1,,"U. Catolica",0,,"Serie A"
"03.10.2018","Guayaquil City",1,,"Ind. del Valle",2,,"Serie A"
"01.10.2018","Macara",2,,"EL Nacional",2,,"Serie A"
"30.09.2018","Barcelona SC",1,,"LDU Quito",1,,"Serie A"
"30.09.2018","U. Catolica",2,,"Tecnico U.",0,,"Serie A"
"29.09.2018","Emelec",1,,"Delfin",1,,"Serie A"
"29.09.2018","Aucas",1,,"Guayaquil City",0,,"Serie A"
"28.09.2018","Dep. Cuenca",0,,"Ind. del Valle",1,,"Serie A"
"24.09.2018","Tecnico U.",4,,"U. Catolica",5,,"Serie A"
"23.09.2018","Ind. del Valle",2,,"Dep. Cuenca",3,,"Serie A"
"23.09.2018","LDU Quito",0,,"Barcelona SC",0,,"Serie A"
"22.09.2018","Delfin",2,,"Emelec",1,,"Serie A"
"22.09.2018","Guayaquil City",0,,"Aucas",2,,"Serie A"
"21.09.2018","EL Nacional",1,,"Macara",2,,"Serie A"
"17.09.2018","U. Catolica",1,,"Ind. del Valle",2,,"Serie A"
"16.09.2018","Emelec",3,,"EL Nacional",1,,"Serie A"
"15.09.2018","Dep. Cuenca",0,,"Guayaquil City",0,,"Serie A"
"15.09.2018","Barcelona SC",2,,"Delfin",2,,"Serie A"
"15.09.2018","Macara",3,,"LDU Quito",2,,"Serie A"
"14.09.2018","Aucas",3,,"Tecnico U.",0,,"Serie A"
"09.09.2018","Emelec",2,,"Barcelona SC",0,,"Serie A"
"09.09.2018","Delfin",0,,"Macara",0,,"Serie A"
"08.09.2018","EL Nacional",1,,"Aucas",2,,"Serie A"
"07.09.2018","Tecnico U.",1,,"Dep. Cuenca",2,,"Serie A"
"02.09.2018","Barcelona SC",0,,"Guayaquil City",1,,"Serie A"
"02.09.2018","Ind. del Valle",1,,"Tecnico U.",1,,"Serie A"
"02.09.2018","Dep. Cuenca",2,,"LDU Quito",2,,"Serie A"
"02.09.2018","Macara",1,,"Emelec",1,,"Serie A"
"01.09.2018","Aucas",2,,"Delfin",0,,"Serie A"
"01.09.2018","U. Catolica",1,,"EL Nacional",2,,"Serie A"
"29.08.2018","Emelec",2,,"Aucas",0,,"Serie A"
"29.08.2018","EL Nacional",3,,"Dep. Cuenca",1,,"Serie A"
"29.08.2018","Barcelona SC",1,,"Macara",1,,"Serie A"
"29.08.2018","LDU Quito",1,,"Ind. del Valle",0,,"Serie A"
"29.08.2018","Delfin",1,,"U. Catolica",2,,"Serie A"
"29.08.2018","Tecnico U.",3,,"Guayaquil City",2,,"Serie A"
"26.08.2018","Dep. Cuenca",0,,"Delfin",1,,"Serie A"
"26.08.2018","U. Catolica",1,,"Emelec",0,,"Serie A"
"26.08.2018","Aucas",0,,"Barcelona SC",0,,"Serie A"
"25.08.2018","Ind. del Valle",4,,"EL Nacional",2,,"Serie A"
"25.08.2018","Guayaquil City",1,,"LDU Quito",4,,"Serie A"
"24.08.2018","Macara",0,,"Tecnico U.",3,,"Serie A"
"20.08.2018","EL Nacional",1,,"Guayaquil City",1,,"Serie A"
"19.08.2018","Emelec",1,,"Dep. Cuenca",0,,"Serie A"
"19.08.2018","Delfin",1,,"Ind. del Valle",1,,"Serie A"
"18.08.2018","Barcelona SC",2,,"U. Catolica",0,,"Serie A"
"18.08.2018","LDU Quito",1,,"Tecnico U.",1,,"Serie A"
"17.08.2018","Macara",2,,"Aucas",1,,"Serie A"
"13.08.2018","LDU Quito",1,,"Aucas",1,,"Serie A"
"12.08.2018","Guayaquil City",0,,"Delfin",2,,"Serie A"
"12.08.2018","Dep. Cuenca",1,,"Barcelona SC",1,,"Serie A"
"11.08.2018","Ind. del Valle",3,,"Emelec",1,,"Serie A"
"11.08.2018","U. Catolica",0,,"Macara",1,,"Serie A"
"10.08.2018","Tecnico U.",1,,"EL Nacional",3,,"Serie A"
"06.08.2018","Macara",2,,"Dep. Cuenca",1,,"Serie A"
"05.08.2018","Barcelona SC",2,,"Ind. del Valle",0,,"Serie A"
"05.08.2018","Emelec",3,,"Guayaquil City",0,,"Serie A"
"05.08.2018","Aucas",0,,"U. Catolica",1,,"Serie A"
"04.08.2018","Delfin",1,,"Tecnico U.",1,,"Serie A"
"04.08.2018","EL Nacional",2,,"LDU Quito",2,,"Serie A"
"30.07.2018","Ind. del Valle",0,,"Aucas",1,,"Serie A"
"29.07.2018","LDU Quito",2,,"Emelec",1,,"Serie A"
"28.07.2018","Tecnico U.",1,,"Barcelona SC",2,,"Serie A"
"28.07.2018","EL Nacional",3,,"Delfin",3,,"Serie A"
"27.07.2018","Dep. Cuenca",2,,"U. Catolica",1,,"Serie A"
"27.07.2018","Guayaquil City",1,,"Macara",1,,"Serie A"
"23.07.2018","U. Catolica",0,,"Guayaquil City",0,,"Serie A"
"22.07.2018","Barcelona SC",3,,"EL Nacional",1,,"Serie A"
"22.07.2018","Aucas",1,,"Dep. Cuenca",3,,"Serie A"
"21.07.2018","Emelec",3,,"Tecnico U.",0,,"Serie A"
"21.07.2018","Delfin",2,,"LDU Quito",0,,"Serie A"
"20.07.2018","Macara",2,,"Ind. del Valle",1,,"Serie A"
"16.07.2018","Tecnico U.",1,,"Guayaquil City",0,,"Serie A"
"15.07.2018","U. Catolica",2,,"Barcelona SC",3,,"Serie A"
"15.07.2018","LDU Quito",0,,"Dep. Cuenca",2,,"Serie A"
"14.07.2018","Emelec",1,,"EL Nacional",0,,"Serie A"
"14.07.2018","Delfin",1,,"Aucas",1,,"Serie A"
"13.07.2018","Ind. del Valle",2,,"Macara",0,,"Serie A"
"09.07.2018","Aucas",3,,"Ind. del Valle",1,,"Serie A"
"08.07.2018","Barcelona SC",2,,"Tecnico U.",0,,"Serie A"
"08.07.2018","Macara",2,,"Emelec",2,,"Serie A"
"07.07.2018","EL Nacional",0,,"Delfin",3,,"Serie A"
"07.07.2018","Guayaquil City",0,,"LDU Quito",0,,"Serie A"
"06.07.2018","Dep. Cuenca",1,,"U. Catolica",1,,"Serie A"
"02.07.2018","LDU Quito",2,,"U. Catolica",1,,"Serie A"
"01.07.2018","Emelec",2,,"Guayaquil City",1,,"Serie A"
"01.07.2018","EL Nacional",1,,"Aucas",2,,"Serie A"
"30.06.2018","Ind. del Valle",2,,"Barcelona SC",2,,"Serie A"
"30.06.2018","Delfin",1,,"Macara",1,,"Serie A"
"29.06.2018","Tecnico U.",0,,"Dep. Cuenca",1,,"Serie A"
"25.06.2018","Guayaquil City",0,,"Ind. del Valle",1,,"Serie A"
"24.06.2018","Barcelona SC",5,,"Delfin",1,,"Serie A"
"24.06.2018","Macara",2,,"EL Nacional",0,,"Serie A"
"23.06.2018","U. Catolica",4,,"Tecnico U.",0,,"Serie A"
"23.06.2018","Aucas",0,,"LDU Quito",0,,"Serie A"
"22.06.2018","Dep. Cuenca",2,,"Emelec",0,,"Serie A"
"18.06.2018","Ind. del Valle",3,,"Dep. Cuenca",1,,"Serie A"
"17.06.2018","Emelec",2,,"U. Catolica",3,,"Serie A"
"17.06.2018","EL Nacional",2,,"Barcelona SC",2,,"Serie A"
"16.06.2018","Delfin",1,,"Guayaquil City",0,,"Serie A"
"16.06.2018","Aucas",0,,"Macara",1,,"Serie A"
"15.06.2018","Tecnico U.",0,,"LDU Quito",1,,"Serie A"
"11.06.2018","U. Catolica",1,,"Ind. del Valle",1,,"Serie A"
"10.06.2018","Barcelona SC",1,,"Aucas",1,,"Serie A"
"10.06.2018","Tecnico U.",0,,"Macara",2,,"Serie A"
"09.06.2018","LDU Quito",1,,"Emelec",1,,"Serie A"
"09.06.2018","Guayaquil City",2,,"EL Nacional",1,,"Serie A"
"08.06.2018","Dep. Cuenca",2,,"Delfin",1,,"Serie A"
"04.06.2018","Delfin",5,,"U. Catolica",2,,"Serie A"
"03.06.2018","Macara",0,,"Barcelona SC",1,,"Serie A"
"03.06.2018","Aucas",1,,"Guayaquil City",1,,"Serie A"
"02.06.2018","Emelec",3,,"Tecnico U.",0,,"Serie A"
"02.06.2018","Ind. del Valle",2,,"LDU Quito",3,,"Serie A"
"01.06.2018","EL Nacional",1,,"Dep. Cuenca",0,,"Serie A"
"30.05.2018","Aucas",0,,"U. Catolica",1,,"Serie A"
"28.05.2018","LDU Quito",3,,"Delfin",0,,"Serie A"
"27.05.2018","Emelec",2,,"Barcelona SC",2,,"Serie A"
"27.05.2018","Guayaquil City",0,,"Macara",2,,"Serie A"
"27.05.2018","Dep. Cuenca",1,,"Aucas",1,,"Serie A"
"26.05.2018","U. Catolica",1,,"EL Nacional",1,,"Serie A"
"25.05.2018","Tecnico U.",2,,"Ind. del Valle",1,,"Serie A"
"20.05.2018","EL Nacional",2,,"LDU Quito",1,,"Serie A"
"19.05.2018","Delfin",3,,"Tecnico U.",1,,"Serie A"
"19.05.2018","Ind. del Valle",0,,"Emelec",2,,"Serie A"
"19.05.2018","Macara",1,,"Dep. Cuenca",1,,"Serie A"
"18.05.2018","Barcelona SC",0,,"Guayaquil City",2,,"Serie A"
"14.05.2018","LDU Quito",2,,"Macara",1,,"Serie A"
"13.05.2018","Dep. Cuenca",0,,"Barcelona SC",1,,"Serie A"
