date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
01.06.2019,Flamengo RJ,2,,Fortaleza,0,,Serie A
27.05.2019,Avai,1,,Ceara,2,,Serie A
27.05.2019,CSA,1,,Goias,0,,Serie A
26.05.2019,Bahia,3,,Fluminense,2,,Serie A
26.05.2019,Corinthians,1,,Sao Paulo,0,,Serie A
26.05.2019,Cruzeiro,1,,Chapecoense-SC,2,,Serie A
26.05.2019,Fortaleza,1,,Vasco,1,,Serie A
26.05.2019,Flamengo RJ,3,,Athletico-PR,2,,Serie A
26.05.2019,Santos,0,,Internacional,0,,Serie A
25.05.2019,Gremio,1,,Atletico-MG,0,,Serie A
25.05.2019,Botafogo RJ,0,,Palmeiras,1,,Serie A
19.05.2019,Ceara,2,,Gremio,1,,Serie A
19.05.2019,Vasco,1,,Avai,1,,Serie A
19.05.2019,Athletico-PR,0,,Corinthians,2,,Serie A
19.05.2019,Chapecoense-SC,1,,Fortaleza,3,,Serie A
19.05.2019,Goias,1,,Botafogo RJ,0,,Serie A
19.05.2019,Internacional,2,,CSA,0,,Serie A
19.05.2019,Sao Paulo,0,,Bahia,0,,Serie A
18.05.2019,Atletico-MG,2,,Flamengo RJ,1,,Serie A
18.05.2019,Palmeiras,4,,Santos,0,,Serie A
18.05.2019,Fluminense,4,,Cruzeiro,1,,Serie A
12.05.2019,Athletico-PR,1,,Bahia,0,,Serie A
12.05.2019,Avai,0,,CSA,0,,Serie A
12.05.2019,Fortaleza,0,,Sao Paulo,1,,Serie A
12.05.2019,Atletico-MG,0,,Palmeiras,2,,Serie A
12.05.2019,Internacional,3,,Cruzeiro,1,,Serie A
12.05.2019,Santos,3,,Vasco,0,,Serie A
12.05.2019,Flamengo RJ,2,,Chapecoense-SC,1,,Serie A
11.05.2019,Goias,2,,Ceara,1,,Serie A
11.05.2019,Corinthians,0,,Gremio,0,,Serie A
11.05.2019,Fluminense,0,,Botafogo RJ,1,,Serie A
05.05.2019,Bahia,1,,Avai,0,,Serie A
05.05.2019,Gremio,4,,Fluminense,5,,Serie A
05.05.2019,Botafogo RJ,1,,Fortaleza,0,,Serie A
05.05.2019,Cruzeiro,2,,Goias,1,,Serie A
05.05.2019,CSA,0,,Santos,0,,Serie A
05.05.2019,Sao Paulo,1,,Flamengo RJ,1,,Serie A
05.05.2019,Chapecoense-SC,1,,Athletico-PR,1,,Serie A
04.05.2019,Ceara,1,,Atletico-MG,2,,Serie A
04.05.2019,Palmeiras,1,,Internacional,0,,Serie A
04.05.2019,Vasco,1,,Corinthians,1,,Serie A
02.05.2019,Botafogo RJ,3,,Bahia,2,,Serie A
02.05.2019,Santos,2,,Fluminense,1,,Serie A
01.05.2019,Fortaleza,2,,Athletico-PR,1,,Serie A
01.05.2019,Goias,1,,Sao Paulo,2,,Serie A
01.05.2019,Vasco,1,,Atletico-MG,2,,Serie A
01.05.2019,Avai,1,,Gremio,1,,Serie A
01.05.2019,Cruzeiro,1,,Ceara,0,,Serie A
01.05.2019,Corinthians,1,,Chapecoense-SC,0,,Serie A
01.05.2019,CSA,1,,Palmeiras,1,,Serie A
01.05.2019,Internacional,2,,Flamengo RJ,1,,Serie A
28.04.2019,Fluminense,0,,Goias,1,,Serie A
28.04.2019,Palmeiras,4,,Fortaleza,0,,Serie A
28.04.2019,Athletico-PR,4,,Vasco,1,,Serie A
28.04.2019,Bahia,3,,Corinthians,2,,Serie A
28.04.2019,Ceara,4,,CSA,0,,Serie A
28.04.2019,Gremio,1,,Santos,2,,Serie A
27.04.2019,Flamengo RJ,3,,Cruzeiro,1,,Serie A
27.04.2019,Atletico-MG,2,,Avai,1,,Serie A
27.04.2019,Chapecoense-SC,2,,Internacional,0,,Serie A
27.04.2019,Sao Paulo,2,,Botafogo RJ,0,,Serie A
02.12.2018,Bahia,0,,Cruzeiro,0,,Serie A
02.12.2018,Ceara,0,,Vasco,0,,Serie A
02.12.2018,Chapecoense-SC,1,,Sao Paulo,0,,Serie A
02.12.2018,Fluminense,1,,America MG,0,,Serie A
02.12.2018,Gremio,1,,Corinthians,0,,Serie A
02.12.2018,Palmeiras,3,,Vitoria,2,,Serie A
02.12.2018,Parana,1,,Internacional,1,,Serie A
02.12.2018,Sport Recife,2,,Santos,1,,Serie A
01.12.2018,Atletico-MG,1,,Botafogo RJ,0,,Serie A
01.12.2018,Flamengo RJ,1,,Athletico-PR,2,,Serie A
26.11.2018,Botafogo RJ,2,,Parana,1,,Serie A
26.11.2018,Sao Paulo,0,,Sport Recife,0,,Serie A
25.11.2018,America MG,1,,Bahia,0,,Serie A
25.11.2018,Corinthians,0,,Chapecoense-SC,0,,Serie A
25.11.2018,Internacional,2,,Fluminense,0,,Serie A
25.11.2018,Athletico-PR,2,,Ceara,2,,Serie A
25.11.2018,Cruzeiro,0,,Flamengo RJ,2,,Serie A
25.11.2018,Vasco,0,,Palmeiras,1,,Serie A
25.11.2018,Vitoria,0,,Gremio,0,,Serie A
24.11.2018,Santos,3,,Atletico-MG,2,,Serie A
22.11.2018,Bahia,2,,Fluminense,0,,Serie A
22.11.2018,Ceara,1,,Parana,0,,Serie A
22.11.2018,Chapecoense-SC,2,,Sport Recife,1,,Serie A
22.11.2018,Vasco,2,,Sao Paulo,0,,Serie A
21.11.2018,Athletico-PR,1,,Corinthians,0,,Serie A
21.11.2018,Cruzeiro,3,,Vitoria,0,,Serie A
21.11.2018,Flamengo RJ,2,,Gremio,0,,Serie A
21.11.2018,Palmeiras,4,,America MG,0,,Serie A
21.11.2018,Santos,1,,Botafogo RJ,1,,Serie A
21.11.2018,Internacional,1,,Atletico-MG,2,,Serie A
19.11.2018,Fluminense,0,,Ceara,0,,Serie A
18.11.2018,Gremio,2,,Chapecoense-SC,0,,Serie A
18.11.2018,Sao Paulo,1,,Cruzeiro,0,,Serie A
18.11.2018,America MG,2,,Santos,1,,Serie A
18.11.2018,Botafogo RJ,1,,Internacional,0,,Serie A
18.11.2018,Parana,1,,Palmeiras,1,,Serie A
18.11.2018,Sport Recife,0,,Flamengo RJ,1,,Serie A
17.11.2018,Atletico-MG,1,,Bahia,0,,Serie A
17.11.2018,Corinthians,1,,Vasco,0,,Serie A
17.11.2018,Vitoria,1,,Athletico-PR,2,,Serie A
15.11.2018,Internacional,2,,America MG,0,,Serie A
15.11.2018,Sao Paulo,1,,Gremio,1,,Serie A
15.11.2018,Chapecoense-SC,0,,Botafogo RJ,1,,Serie A
15.11.2018,Flamengo RJ,1,,Santos,0,,Serie A
14.11.2018,Cruzeiro,1,,Corinthians,0,,Serie A
14.11.2018,Palmeiras,3,,Fluminense,0,,Serie A
14.11.2018,Sport Recife,0,,Vitoria,0,,Serie A
14.11.2018,Bahia,2,,Ceara,1,,Serie A
14.11.2018,Parana,0,,Atletico-MG,1,,Serie A
14.11.2018,Vasco,1,,Athletico-PR,1,,Serie A
12.11.2018,Santos,0,,Chapecoense-SC,1,,Serie A
11.11.2018,Fluminense,0,,Sport Recife,0,,Serie A
11.11.2018,Atletico-MG,1,,Palmeiras,1,,Serie A
11.11.2018,Ceara,1,,Internacional,1,,Serie A
11.11.2018,Gremio,2,,Vasco,1,,Serie A
11.11.2018,Vitoria,2,,Bahia,2,,Serie A
10.11.2018,Athletico-PR,2,,Cruzeiro,0,,Serie A
10.11.2018,Botafogo RJ,2,,Flamengo RJ,1,,Serie A
10.11.2018,America MG,0,,Parana,1,,Serie A
10.11.2018,Corinthians,1,,Sao Paulo,1,,Serie A
05.11.2018,Sport Recife,1,,Ceara,0,,Serie A
04.11.2018,Bahia,1,,Chapecoense-SC,0,,Serie A
04.11.2018,Internacional,2,,Athletico-PR,1,,Serie A
04.11.2018,America MG,1,,Cruzeiro,2,,Serie A
04.11.2018,Botafogo RJ,1,,Corinthians,0,,Serie A
04.11.2018,Parana,1,,Vitoria,1,,Serie A
04.11.2018,Sao Paulo,2,,Flamengo RJ,2,,Serie A
03.11.2018,Palmeiras,3,,Santos,2,,Serie A
03.11.2018,Atletico-MG,0,,Gremio,1,,Serie A
03.11.2018,Fluminense,0,,Vasco,1,,Serie A
29.10.2018,Ceara,2,,Atletico-MG,1,,Serie A
27.10.2018,Athletico-PR,2,,Botafogo RJ,1,,Serie A
27.10.2018,Cruzeiro,3,,Parana,1,,Serie A
27.10.2018,Chapecoense-SC,1,,America MG,0,,Serie A
27.10.2018,Corinthians,2,,Bahia,1,,Serie A
27.10.2018,Flamengo RJ,1,,Palmeiras,1,,Serie A
27.10.2018,Gremio,3,,Sport Recife,4,,Serie A
27.10.2018,Santos,3,,Fluminense,0,,Serie A
26.10.2018,Vasco,1,,Internacional,1,,Serie A
26.10.2018,Vitoria,0,,Sao Paulo,1,,Serie A
24.10.2018,Cruzeiro,0,,Ceara,2,,Serie A
22.10.2018,Internacional,2,,Santos,2,,Serie A
21.10.2018,Cruzeiro,3,,Chapecoense-SC,0,,Serie A
21.10.2018,Parana,0,,Flamengo RJ,4,,Serie A
21.10.2018,Fluminense,1,,Atletico-MG,0,,Serie A
21.10.2018,Palmeiras,2,,Ceara,1,,Serie A
21.10.2018,Vitoria,2,,Corinthians,2,,Serie A
20.10.2018,Sao Paulo,0,,Athletico-PR,0,,Serie A
20.10.2018,Sport Recife,2,,Vasco,1,,Serie A
20.10.2018,America MG,1,,Gremio,1,,Serie A
20.10.2018,Botafogo RJ,0,,Bahia,1,,Serie A
15.10.2018,Ceara,0,,Botafogo RJ,0,,Serie A
14.10.2018,Athletico-PR,4,,Sport Recife,0,,Serie A
14.10.2018,Atletico-MG,0,,America MG,0,,Serie A
14.10.2018,Internacional,3,,Sao Paulo,1,,Serie A
14.10.2018,Palmeiras,2,,Gremio,0,,Serie A
14.10.2018,Vasco,2,,Cruzeiro,0,,Serie A
14.10.2018,Chapecoense-SC,0,,Vitoria,1,,Serie A
13.10.2018,Bahia,2,,Parana,0,,Serie A
13.10.2018,Santos,1,,Corinthians,0,,Serie A
13.10.2018,Flamengo RJ,3,,Fluminense,0,,Serie A
09.10.2018,Botafogo RJ,1,,Vasco,1,,Serie A
08.10.2018,Fluminense,4,,Parana,0,,Serie A
06.10.2018,Gremio,2,,Bahia,2,,Serie A
06.10.2018,Sao Paulo,0,,Palmeiras,2,,Serie A
06.10.2018,Athletico-PR,4,,America MG,0,,Serie A
06.10.2018,Chapecoense-SC,1,,Atletico-MG,0,,Serie A
05.10.2018,Vitoria,0,,Santos,1,,Serie A
05.10.2018,Corinthians,0,,Flamengo RJ,3,,Serie A
05.10.2018,Sport Recife,2,,Internacional,1,,Serie A
01.10.2018,Parana,1,,Vasco,1,,Serie A
30.09.2018,Ceara,3,,Chapecoense-SC,1,,Serie A
30.09.2018,Atletico-MG,5,,Sport Recife,2,,Serie A
30.09.2018,Botafogo RJ,2,,Sao Paulo,2,,Serie A
30.09.2018,Internacional,2,,Vitoria,1,,Serie A
30.09.2018,Santos,1,,Athletico-PR,0,,Serie A
30.09.2018,Palmeiras,3,,Cruzeiro,1,,Serie A
29.09.2018,Bahia,0,,Flamengo RJ,0,,Serie A
29.09.2018,America MG,0,,Corinthians,0,,Serie A
29.09.2018,Fluminense,0,,Gremio,1,,Serie A
27.09.2018,Santos,1,,Vasco,1,,Serie A
24.09.2018,Chapecoense-SC,1,,Fluminense,2,,Serie A
24.09.2018,Vasco,2,,Bahia,1,,Serie A
23.09.2018,Cruzeiro,2,,Santos,1,,Serie A
23.09.2018,Sport Recife,0,,Palmeiras,1,,Serie A
23.09.2018,Vitoria,3,,Botafogo RJ,4,,Serie A
23.09.2018,Athletico-PR,3,,Parana,0,,Serie A
23.09.2018,Corinthians,1,,Internacional,1,,Serie A
23.09.2018,Flamengo RJ,2,,Atletico-MG,1,,Serie A
23.09.2018,Gremio,3,,Ceara,2,,Serie A
22.09.2018,Sao Paulo,1,,America MG,1,,Serie A
17.09.2018,Chapecoense-SC,2,,Internacional,1,,Serie A
16.09.2018,Corinthians,2,,Sport Recife,1,,Serie A
16.09.2018,Athletico-PR,3,,Fluminense,1,,Serie A
16.09.2018,Bahia,1,,Palmeiras,1,,Serie A
16.09.2018,Cruzeiro,0,,Atletico-MG,0,,Serie A
16.09.2018,Santos,0,,Sao Paulo,0,,Serie A
16.09.2018,Botafogo RJ,1,,America MG,0,,Serie A
15.09.2018,Vasco,1,,Flamengo RJ,1,,Serie A
15.09.2018,Ceara,2,,Vitoria,0,,Serie A
15.09.2018,Gremio,2,,Parana,0,,Serie A
13.09.2018,Chapecoense-SC,2,,Athletico-PR,1,,Serie A
10.09.2018,Atletico-MG,3,,Athletico-PR,1,,Serie A
09.09.2018,Parana,0,,Santos,2,,Serie A
09.09.2018,Vitoria,1,,Vasco,0,,Serie A
09.09.2018,America MG,0,,Ceara,0,,Serie A
09.09.2018,Fluminense,1,,Botafogo RJ,0,,Serie A
09.09.2018,Internacional,1,,Gremio,0,,Serie A
09.09.2018,Palmeiras,1,,Corinthians,0,,Serie A
08.09.2018,Flamengo RJ,2,,Chapecoense-SC,0,,Serie A
08.09.2018,Sao Paulo,1,,Bahia,0,,Serie A
08.09.2018,Sport Recife,0,,Cruzeiro,0,,Serie A
06.09.2018,America MG,2,,Vasco,1,,Serie A
06.09.2018,Fluminense,0,,Vitoria,0,,Serie A
06.09.2018,Santos,0,,Gremio,0,,Serie A
05.09.2018,Atletico-MG,1,,Sao Paulo,0,,Serie A
05.09.2018,Internacional,2,,Flamengo RJ,1,,Serie A
05.09.2018,Palmeiras,2,,Athletico-PR,0,,Serie A
05.09.2018,Parana,1,,Chapecoense-SC,1,,Serie A
05.09.2018,Ceara,2,,Corinthians,1,,Serie A
05.09.2018,Bahia,2,,Sport Recife,0,,Serie A
05.09.2018,Botafogo RJ,1,,Cruzeiro,1,,Serie A
02.09.2018,Chapecoense-SC,1,,Palmeiras,2,,Serie A
02.09.2018,Cruzeiro,0,,Internacional,0,,Serie A
02.09.2018,Athletico-PR,2,,Bahia,0,,Serie A
02.09.2018,Sao Paulo,1,,Fluminense,1,,Serie A
02.09.2018,Sport Recife,1,,Parana,0,,Serie A
02.09.2018,Flamengo RJ,0,,Ceara,1,,Serie A
01.09.2018,Corinthians,1,,Atletico-MG,1,,Serie A
01.09.2018,Vasco,0,,Santos,3,,Serie A
01.09.2018,Gremio,4,,Botafogo RJ,0,,Serie A
01.09.2018,Vitoria,1,,America MG,0,,Serie A
29.08.2018,Athletico-PR,1,,Vasco,0,,Serie A
29.08.2018,Ceara,0,,Bahia,2,,Serie A
26.08.2018,Vasco,3,,Chapecoense-SC,1,,Serie A
26.08.2018,America MG,2,,Flamengo RJ,2,,Serie A
26.08.2018,Internacional,0,,Palmeiras,0,,Serie A
26.08.2018,Vitoria,1,,Atletico-MG,0,,Serie A
26.08.2018,Sao Paulo,1,,Ceara,0,,Serie A
25.08.2018,Botafogo RJ,2,,Sport Recife,0,,Serie A
25.08.2018,Cruzeiro,2,,Fluminense,1,,Serie A
25.08.2018,Athletico-PR,2,,Gremio,1,,Serie A
25.08.2018,Corinthians,1,,Parana,0,,Serie A
25.08.2018,Santos,2,,Bahia,0,,Serie A
23.08.2018,Atletico-MG,0,,Vasco,0,,Serie A
23.08.2018,Flamengo RJ,1,,Vitoria,0,,Serie A
22.08.2018,Fluminense,1,,Corinthians,0,,Serie A
22.08.2018,Gremio,1,,Cruzeiro,1,,Serie A
22.08.2018,Palmeiras,2,,Botafogo RJ,0,,Serie A
22.08.2018,Sport Recife,0,,America MG,2,,Serie A
22.08.2018,Bahia,0,,Internacional,1,,Serie A
22.08.2018,Parana,1,,Sao Paulo,1,,Serie A
20.08.2018,Vasco,1,,Ceara,1,,Serie A
19.08.2018,America MG,0,,Fluminense,0,,Serie A
19.08.2018,Sao Paulo,2,,Chapecoense-SC,0,,Serie A
19.08.2018,Botafogo RJ,0,,Atletico-MG,3,,Serie A
19.08.2018,Cruzeiro,1,,Bahia,1,,Serie A
19.08.2018,Vitoria,0,,Palmeiras,3,,Serie A
19.08.2018,Athletico-PR,3,,Flamengo RJ,0,,Serie A
19.08.2018,Internacional,1,,Parana,0,,Serie A
18.08.2018,Corinthians,0,,Gremio,1,,Serie A
18.08.2018,Santos,3,,Sport Recife,0,,Serie A
13.08.2018,Fluminense,0,,Internacional,3,,Serie A
12.08.2018,Gremio,4,,Vitoria,0,,Serie A
12.08.2018,Palmeiras,1,,Vasco,0,,Serie A
12.08.2018,Chapecoense-SC,2,,Corinthians,1,,Serie A
12.08.2018,Flamengo RJ,1,,Cruzeiro,0,,Serie A
12.08.2018,Sport Recife,1,,Sao Paulo,3,,Serie A
12.08.2018,Atletico-MG,3,,Santos,1,,Serie A
12.08.2018,Parana,1,,Botafogo RJ,1,,Serie A
11.08.2018,Bahia,1,,America MG,0,,Serie A
11.08.2018,Ceara,0,,Athletico-PR,0,,Serie A
08.08.2018,Ceara,1,,Santos,1,,Serie A
06.08.2018,Atletico-MG,0,,Internacional,1,,Serie A
05.08.2018,Fluminense,1,,Bahia,1,,Serie A
05.08.2018,Sport Recife,1,,Chapecoense-SC,1,,Serie A
05.08.2018,America MG,0,,Palmeiras,0,,Serie A
05.08.2018,Parana,0,,Ceara,1,,Serie A
05.08.2018,Sao Paulo,2,,Vasco,1,,Serie A
05.08.2018,Vitoria,1,,Cruzeiro,1,,Serie A
04.08.2018,Corinthians,0,,Athletico-PR,0,,Serie A
04.08.2018,Gremio,2,,Flamengo RJ,0,,Serie A
04.08.2018,Botafogo RJ,0,,Santos,0,,Serie A
30.07.2018,Bahia,2,,Atletico-MG,2,,Serie A
29.07.2018,Chapecoense-SC,1,,Gremio,1,,Serie A
29.07.2018,Santos,0,,America MG,1,,Serie A
29.07.2018,Athletico-PR,4,,Vitoria,0,,Serie A
29.07.2018,Cruzeiro,0,,Sao Paulo,2,,Serie A
29.07.2018,Flamengo RJ,4,,Sport Recife,1,,Serie A
29.07.2018,Internacional,3,,Botafogo RJ,0,,Serie A
29.07.2018,Palmeiras,3,,Parana,0,,Serie A
29.07.2018,Vasco,1,,Corinthians,4,,Serie A
28.07.2018,Ceara,1,,Fluminense,0,,Serie A
26.07.2018,America MG,2,,Internacional,1,,Serie A
26.07.2018,Botafogo RJ,1,,Chapecoense-SC,0,,Serie A
26.07.2018,Gremio,2,,Sao Paulo,1,,Serie A
26.07.2018,Vitoria,1,,Sport Recife,0,,Serie A
25.07.2018,Corinthians,2,,Cruzeiro,0,,Serie A
25.07.2018,Santos,1,,Flamengo RJ,1,,Serie A
25.07.2018,Atletico-MG,2,,Parana,0,,Serie A
25.07.2018,Fluminense,1,,Palmeiras,0,,Serie A
23.07.2018,Internacional,1,,Ceara,0,,Serie A
22.07.2018,Chapecoense-SC,0,,Santos,0,,Serie A
22.07.2018,Cruzeiro,2,,Athletico-PR,1,,Serie A
22.07.2018,Bahia,4,,Vitoria,1,,Serie A
22.07.2018,Palmeiras,3,,Atletico-MG,2,,Serie A
22.07.2018,Parana,1,,America MG,0,,Serie A
22.07.2018,Sport Recife,1,,Fluminense,2,,Serie A
22.07.2018,Vasco,1,,Gremio,0,,Serie A
21.07.2018,Sao Paulo,3,,Corinthians,1,,Serie A
21.07.2018,Flamengo RJ,2,,Botafogo RJ,0,,Serie A
19.07.2018,Athletico-PR,2,,Internacional,2,,Serie A
19.07.2018,Santos,1,,Palmeiras,1,,Serie A
19.07.2018,Vasco,1,,Fluminense,1,,Serie A
19.07.2018,Chapecoense-SC,1,,Bahia,1,,Serie A
19.07.2018,Cruzeiro,3,,America MG,1,,Serie A
18.07.2018,Corinthians,2,,Botafogo RJ,0,,Serie A
18.07.2018,Flamengo RJ,0,,Sao Paulo,1,,Serie A
18.07.2018,Gremio,2,,Atletico-MG,0,,Serie A
18.07.2018,Vitoria,1,,Parana,0,,Serie A
18.07.2018,Ceara,1,,Sport Recife,0,,Serie A
13.06.2018,Atletico-MG,2,,Ceara,1,,Serie A
13.06.2018,Bahia,1,,Corinthians,0,,Serie A
13.06.2018,Internacional,3,,Vasco,1,,Serie A
13.06.2018,Botafogo RJ,2,,Athletico-PR,0,,Serie A
13.06.2018,Palmeiras,1,,Flamengo RJ,1,,Serie A
13.06.2018,Parana,1,,Cruzeiro,1,,Serie A
13.06.2018,Sport Recife,0,,Gremio,0,,Serie A
13.06.2018,Fluminense,0,,Santos,1,,Serie A
13.06.2018,America MG,0,,Chapecoense-SC,0,,Serie A
12.06.2018,Sao Paulo,3,,Vitoria,0,,Serie A
10.06.2018,Flamengo RJ,2,,Parana,0,,Serie A
10.06.2018,Santos,1,,Internacional,2,,Serie A
10.06.2018,Atletico-MG,5,,Fluminense,2,,Serie A
10.06.2018,Bahia,3,,Botafogo RJ,3,,Serie A
10.06.2018,Ceara,2,,Palmeiras,2,,Serie A
10.06.2018,Gremio,1,,America MG,0,,Serie A
09.06.2018,Corinthians,0,,Vitoria,0,,Serie A
09.06.2018,Chapecoense-SC,2,,Cruzeiro,0,,Serie A
09.06.2018,Vasco,3,,Sport Recife,2,,Serie A
09.06.2018,Athletico-PR,0,,Sao Paulo,1,,Serie A
07.06.2018,America MG,1,,Atletico-MG,3,,Serie A
07.06.2018,Fluminense,0,,Flamengo RJ,2,,Serie A
07.06.2018,Parana,1,,Bahia,0,,Serie A
06.06.2018,Cruzeiro,1,,Vasco,1,,Serie A
06.06.2018,Gremio,0,,Palmeiras,2,,Serie A
06.06.2018,Corinthians,1,,Santos,1,,Serie A
06.06.2018,Sport Recife,1,,Athletico-PR,0,,Serie A
06.06.2018,Botafogo RJ,0,,Ceara,0,,Serie A
06.06.2018,Vitoria,1,,Chapecoense-SC,0,,Serie A
05.06.2018,Sao Paulo,0,,Internacional,0,,Serie A
04.06.2018,Parana,2,,Fluminense,1,,Serie A
03.06.2018,Ceara,0,,Cruzeiro,1,,Serie A
