date,club_1,goals_1,par_1,club_2,goals_2,par_2,tournament
19.11.2011,Alianza Lima,0,,Sport Huancayo,2,,Primera Division
19.11.2011,Cobresol,1,,U. de Deportes,1,,Primera Division
18.11.2011,Cienciano,1,,CNI,2,,Primera Division
06.11.2011,CNI,2,,Sporting Cristal,1,,Primera Division
06.11.2011,Juan Aurich,5,,Cienciano,0,,Primera Division
06.11.2011,Leon de Huanuco,2,,Alianza Lima,0,,Primera Division
06.11.2011,Sport Huancayo,3,,Sport Boys,0,,Primera Division
05.11.2011,Cesar Vallejo,1,,Cobresol,0,,Primera Division
05.11.2011,U. de Deportes,0,,Ayacucho,0,,Primera Division
05.11.2011,U. San Martin,4,,Alianza Atl.,0,,Primera Division
05.11.2011,FBC Melgar,1,,Union Comercio,2,,Primera Division
31.10.2011,Alianza Atl.,2,,CNI,1,,Primera Division
30.10.2011,Alianza Lima,0,,U. San Martin,0,,Primera Division
30.10.2011,Sporting Cristal,0,,Juan Aurich,2,,Primera Division
30.10.2011,Cienciano,3,,U. de Deportes,0,,Primera Division
30.10.2011,FBC Melgar,2,,Sport Huancayo,2,,Primera Division
29.10.2011,Sport Boys,1,,Leon de Huanuco,1,,Primera Division
29.10.2011,Union Comercio,1,,Cobresol,1,,Primera Division
29.10.2011,Ayacucho,3,,Cesar Vallejo,0,,Primera Division
23.10.2011,U. de Deportes,1,,Sporting Cristal,2,,Primera Division
23.10.2011,Juan Aurich,2,,Alianza Atl.,1,,Primera Division
23.10.2011,U. San Martin,1,,Sport Boys,0,,Primera Division
23.10.2011,Cobresol,3,,Ayacucho,1,,Primera Division
22.10.2011,Cesar Vallejo,2,,Cienciano,0,,Primera Division
22.10.2011,CNI,0,,Alianza Lima,1,,Primera Division
22.10.2011,Sport Huancayo,3,,Union Comercio,1,,Primera Division
22.10.2011,Leon de Huanuco,1,,FBC Melgar,0,,Primera Division
17.10.2011,Alianza Atl.,0,,U. de Deportes,0,,Primera Division
16.10.2011,Cienciano,5,,Cobresol,0,,Primera Division
16.10.2011,Sporting Cristal,2,,Cesar Vallejo,1,,Primera Division
16.10.2011,Sport Huancayo,1,,Leon de Huanuco,0,,Primera Division
16.10.2011,Union Comercio,3,,Ayacucho,2,,Primera Division
15.10.2011,Sport Boys,1,,CNI,0,,Primera Division
15.10.2011,Alianza Lima,1,,Juan Aurich,0,,Primera Division
15.10.2011,FBC Melgar,0,,U. San Martin,1,,Primera Division
25.09.2011,Juan Aurich,2,,Sport Boys,2,,Primera Division
25.09.2011,Cobresol,1,,Sporting Cristal,1,,Primera Division
24.09.2011,CNI,1,,FBC Melgar,3,,Primera Division
24.09.2011,U. de Deportes,2,,Alianza Lima,1,,Primera Division
24.09.2011,Leon de Huanuco,1,,Union Comercio,0,,Primera Division
24.09.2011,U. San Martin,2,,Sport Huancayo,1,,Primera Division
24.09.2011,Ayacucho,2,,Cienciano,2,,Primera Division
23.09.2011,Cesar Vallejo,0,,Alianza Atl.,0,,Primera Division
19.09.2011,Alianza Atl.,1,,Cobresol,2,,Primera Division
18.09.2011,Sport Huancayo,3,,CNI,1,,Primera Division
18.09.2011,Sporting Cristal,0,,Ayacucho,0,,Primera Division
18.09.2011,FBC Melgar,1,,Juan Aurich,1,,Primera Division
18.09.2011,Union Comercio,3,,Cienciano,1,,Primera Division
17.09.2011,Alianza Lima,2,,Cesar Vallejo,1,,Primera Division
17.09.2011,Sport Boys,2,,U. de Deportes,0,,Primera Division
17.09.2011,Leon de Huanuco,1,,U. San Martin,0,,Primera Division
11.09.2011,Juan Aurich,1,,Sport Huancayo,0,,Primera Division
11.09.2011,CNI,2,,Leon de Huanuco,3,,Primera Division
11.09.2011,U. San Martin,5,,Union Comercio,1,,Primera Division
11.09.2011,Cobresol,0,,Alianza Lima,5,,Primera Division
11.09.2011,Cienciano,0,,Sporting Cristal,1,,Primera Division
10.09.2011,U. de Deportes,0,,FBC Melgar,3,,Primera Division
10.09.2011,Cesar Vallejo,1,,Sport Boys,2,,Primera Division
10.09.2011,Ayacucho,1,,Alianza Atl.,0,,Primera Division
28.08.2011,Leon de Huanuco,2,,Juan Aurich,1,,Primera Division
28.08.2011,U. San Martin,1,,CNI,0,,Primera Division
28.08.2011,Sport Huancayo,1,,U. de Deportes,0,,Primera Division
28.08.2011,FBC Melgar,3,,Cesar Vallejo,0,,Primera Division
27.08.2011,Sport Boys,1,,Cobresol,0,,Primera Division
27.08.2011,Alianza Lima,4,,Ayacucho,2,,Primera Division
27.08.2011,Union Comercio,1,,Sporting Cristal,0,,Primera Division
26.08.2011,Alianza Atl.,3,,Cienciano,1,,Primera Division
21.08.2011,Juan Aurich,1,,U. San Martin,0,,Primera Division
21.08.2011,Cienciano,0,,Alianza Lima,1,,Primera Division
21.08.2011,Cobresol,2,,FBC Melgar,1,,Primera Division
20.08.2011,U. de Deportes,2,,Leon de Huanuco,1,,Primera Division
20.08.2011,Union Comercio,3,,CNI,0,,Primera Division
20.08.2011,Sporting Cristal,1,,Alianza Atl.,0,,Primera Division
20.08.2011,Ayacucho,3,,Sport Boys,1,,Primera Division
19.08.2011,Cesar Vallejo,2,,Sport Huancayo,0,,Primera Division
14.08.2011,Alianza Atl.,1,,Union Comercio,0,,Primera Division
14.08.2011,Sport Huancayo,1,,Cobresol,5,,Primera Division
14.08.2011,U. San Martin,0,,U. de Deportes,0,,Primera Division
13.08.2011,CNI,0,,Juan Aurich,1,,Primera Division
13.08.2011,Alianza Lima,0,,Sporting Cristal,0,,Primera Division
13.08.2011,Sport Boys,2,,Cienciano,0,,Primera Division
13.08.2011,Leon de Huanuco,3,,Cesar Vallejo,1,,Primera Division
13.08.2011,FBC Melgar,2,,Ayacucho,2,,Primera Division
07.08.2011,Cesar Vallejo,0,,U. San Martin,2,,Primera Division
07.08.2011,Alianza Atl.,0,,Alianza Lima,2,,Primera Division
07.08.2011,Sporting Cristal,1,,Sport Boys,1,,Primera Division
07.08.2011,Union Comercio,1,,Juan Aurich,1,,Primera Division
07.08.2011,Cienciano,2,,FBC Melgar,3,,Primera Division
06.08.2011,U. de Deportes,0,,CNI,3,,Primera Division
06.08.2011,Cobresol,1,,Leon de Huanuco,1,,Primera Division
06.08.2011,Ayacucho,1,,Sport Huancayo,2,,Primera Division
31.07.2011,Juan Aurich,1,,U. de Deportes,0,,Primera Division
31.07.2011,U. San Martin,0,,Cobresol,0,,Primera Division
31.07.2011,Sport Huancayo,2,,Cienciano,2,,Primera Division
31.07.2011,Union Comercio,0,,Alianza Lima,0,,Primera Division
30.07.2011,Sport Boys,0,,Alianza Atl.,0,,Primera Division
30.07.2011,FBC Melgar,2,,Sporting Cristal,1,,Primera Division
30.07.2011,Leon de Huanuco,1,,Ayacucho,2,,Primera Division
29.07.2011,CNI,1,,Cesar Vallejo,0,,Primera Division
26.05.2011,Alianza Atl.,0,,Sport Huancayo,2,,Primera Division
23.05.2011,FBC Melgar,0,,Alianza Atl.,1,,Primera Division
22.05.2011,Juan Aurich,2,,Cesar Vallejo,0,,Primera Division
22.05.2011,Leon de Huanuco,4,,Cienciano,0,,Primera Division
22.05.2011,U. San Martin,5,,Ayacucho,0,,Primera Division
22.05.2011,Sport Huancayo,3,,Sporting Cristal,0,,Primera Division
21.05.2011,Sport Boys,0,,Alianza Lima,5,,Primera Division
21.05.2011,CNI,2,,Cobresol,2,,Primera Division
21.05.2011,U. de Deportes,3,,Union Comercio,0,,Primera Division
18.05.2011,Cesar Vallejo,0,,U. de Deportes,0,,Primera Division
18.05.2011,Alianza Lima,2,,FBC Melgar,0,,Primera Division
18.05.2011,Union Comercio,0,,Sport Boys,0,,Primera Division
18.05.2011,Cobresol,1,,Juan Aurich,1,,Primera Division
18.05.2011,Sporting Cristal,0,,Leon de Huanuco,2,,Primera Division
18.05.2011,Ayacucho,4,,CNI,0,,Primera Division
18.05.2011,Cienciano,3,,U. San Martin,2,,Primera Division
15.05.2011,U. de Deportes,0,,Cobresol,1,,Primera Division
15.05.2011,Juan Aurich,3,,Ayacucho,0,,Primera Division
15.05.2011,U. San Martin,1,,Sporting Cristal,1,,Primera Division
15.05.2011,Leon de Huanuco,4,,Alianza Atl.,0,,Primera Division
15.05.2011,Sport Huancayo,0,,Alianza Lima,2,,Primera Division
15.05.2011,FBC Melgar,0,,Sport Boys,1,,Primera Division
14.05.2011,CNI,0,,Cienciano,2,,Primera Division
14.05.2011,Cesar Vallejo,1,,Union Comercio,1,,Primera Division
12.05.2011,Alianza Atl.,1,,U. San Martin,2,,Primera Division
12.05.2011,Ayacucho,0,,U. de Deportes,0,,Primera Division
11.05.2011,Sport Boys,0,,Sport Huancayo,3,,Primera Division
11.05.2011,Alianza Lima,2,,Leon de Huanuco,1,,Primera Division
11.05.2011,Union Comercio,1,,FBC Melgar,2,,Primera Division
11.05.2011,Cobresol,1,,Cesar Vallejo,2,,Primera Division
11.05.2011,Sporting Cristal,1,,CNI,1,,Primera Division
11.05.2011,Cienciano,2,,Juan Aurich,1,,Primera Division
08.05.2011,Cobresol,1,,Union Comercio,0,,Primera Division
07.05.2011,CNI,2,,Alianza Atl.,0,,Primera Division
07.05.2011,U. San Martin,4,,Alianza Lima,0,,Primera Division
07.05.2011,Juan Aurich,2,,Sporting Cristal,1,,Primera Division
07.05.2011,Cesar Vallejo,3,,Ayacucho,3,,Primera Division
07.05.2011,Sport Huancayo,4,,FBC Melgar,1,,Primera Division
07.05.2011,Leon de Huanuco,1,,Sport Boys,0,,Primera Division
06.05.2011,U. de Deportes,5,,Cienciano,0,,Primera Division
01.05.2011,Alianza Atl.,1,,Juan Aurich,1,,Primera Division
01.05.2011,Cienciano,1,,Cesar Vallejo,0,,Primera Division
01.05.2011,Sporting Cristal,3,,U. de Deportes,0,,Primera Division
01.05.2011,Union Comercio,2,,Sport Huancayo,1,,Primera Division
30.04.2011,Sport Boys,1,,U. San Martin,0,,Primera Division
30.04.2011,Alianza Lima,1,,CNI,0,,Primera Division
30.04.2011,Ayacucho,3,,Cobresol,0,,Primera Division
29.04.2011,FBC Melgar,1,,Leon de Huanuco,0,,Primera Division
24.04.2011,Cesar Vallejo,1,,Sporting Cristal,0,,Primera Division
24.04.2011,Juan Aurich,2,,Alianza Lima,0,,Primera Division
24.04.2011,Leon de Huanuco,2,,Sport Huancayo,1,,Primera Division
24.04.2011,Cobresol,0,,Cienciano,0,,Primera Division
23.04.2011,U. de Deportes,1,,Alianza Atl.,0,,Primera Division
23.04.2011,CNI,3,,Sport Boys,0,,Primera Division
23.04.2011,U. San Martin,2,,FBC Melgar,2,,Primera Division
23.04.2011,Ayacucho,1,,Union Comercio,0,,Primera Division
18.04.2011,Union Comercio,5,,Leon de Huanuco,1,,Primera Division
17.04.2011,Cienciano,2,,Ayacucho,1,,Primera Division
17.04.2011,Sporting Cristal,1,,Cobresol,1,,Primera Division
17.04.2011,FBC Melgar,0,,CNI,0,,Primera Division
16.04.2011,Sport Boys,0,,Juan Aurich,5,,Primera Division
16.04.2011,Alianza Lima,0,,U. de Deportes,0,,Primera Division
16.04.2011,Sport Huancayo,2,,U. San Martin,0,,Primera Division
15.04.2011,Alianza Atl.,0,,Cesar Vallejo,1,,Primera Division
03.04.2011,Cesar Vallejo,1,,Alianza Lima,1,,Primera Division
03.04.2011,Juan Aurich,1,,FBC Melgar,1,,Primera Division
03.04.2011,U. San Martin,0,,Leon de Huanuco,0,,Primera Division
03.04.2011,Cienciano,2,,Union Comercio,2,,Primera Division
03.04.2011,Cobresol,0,,Alianza Atl.,1,,Primera Division
02.04.2011,U. de Deportes,2,,Sport Boys,1,,Primera Division
02.04.2011,CNI,1,,Sport Huancayo,3,,Primera Division
02.04.2011,Ayacucho,2,,Sporting Cristal,0,,Primera Division
20.03.2011,Alianza Atl.,3,,Ayacucho,0,,Primera Division
20.03.2011,Sporting Cristal,1,,Cienciano,0,,Primera Division
20.03.2011,Leon de Huanuco,1,,CNI,3,,Primera Division
19.03.2011,FBC Melgar,0,,U. de Deportes,0,,Primera Division
19.03.2011,Alianza Lima,0,,Cobresol,0,,Primera Division
19.03.2011,Sport Boys,1,,Cesar Vallejo,1,,Primera Division
19.03.2011,Union Comercio,2,,U. San Martin,1,,Primera Division
19.03.2011,Sport Huancayo,0,,Juan Aurich,0,,Primera Division
13.03.2011,Cienciano,4,,Alianza Atl.,0,,Primera Division
13.03.2011,Cobresol,2,,Sport Boys,2,,Primera Division
13.03.2011,Abandoned Cesar Vallejo,2,,FBC Melgar,1,,Primera Division
12.03.2011,U. de Deportes,2,,Sport Huancayo,1,,Primera Division
12.03.2011,Juan Aurich,2,,Leon de Huanuco,0,,Primera Division
12.03.2011,Sporting Cristal,2,,Union Comercio,1,,Primera Division
12.03.2011,Ayacucho,0,,Alianza Lima,2,,Primera Division
11.03.2011,CNI,3,,U. San Martin,1,,Primera Division
07.03.2011,Leon de Huanuco,2,,U. de Deportes,0,,Primera Division
06.03.2011,CNI,0,,Union Comercio,0,,Primera Division
06.03.2011,FBC Melgar,1,,Cobresol,2,,Primera Division
06.03.2011,Sport Huancayo,3,,Cesar Vallejo,0,,Primera Division
05.03.2011,Sport Boys,3,,Ayacucho,1,,Primera Division
05.03.2011,Alianza Lima,2,,Cienciano,0,,Primera Division
05.03.2011,Alianza Atl.,2,,Sporting Cristal,1,,Primera Division
04.03.2011,U. San Martin,1,,Juan Aurich,1,,Primera Division
27.02.2011,Cesar Vallejo,0,,Leon de Huanuco,1,,Primera Division
27.02.2011,Juan Aurich,2,,CNI,2,,Primera Division
27.02.2011,Union Comercio,2,,Alianza Atl.,0,,Primera Division
27.02.2011,Cienciano,3,,Sport Boys,0,,Primera Division
27.02.2011,Cobresol,0,,Sport Huancayo,0,,Primera Division
26.02.2011,Sporting Cristal,1,,Alianza Lima,1,,Primera Division
26.02.2011,Ayacucho,2,,FBC Melgar,0,,Primera Division
25.02.2011,U. de Deportes,1,,U. San Martin,0,,Primera Division
20.02.2011,Juan Aurich,3,,Union Comercio,2,,Primera Division
20.02.2011,Leon de Huanuco,0,,Cobresol,1,,Primera Division
20.02.2011,FBC Melgar,0,,Cienciano,4,,Primera Division
19.02.2011,Sport Boys,0,,Sporting Cristal,1,,Primera Division
19.02.2011,Alianza Lima,1,,Alianza Atl.,0,,Primera Division
19.02.2011,CNI,1,,U. de Deportes,1,,Primera Division
19.02.2011,U. San Martin,2,,Cesar Vallejo,1,,Primera Division
19.02.2011,Sport Huancayo,2,,Ayacucho,2,,Primera Division
13.02.2011,Cesar Vallejo,3,,CNI,0,,Primera Division
13.02.2011,Alianza Atl.,1,,Sport Boys,2,,Primera Division
13.02.2011,Sporting Cristal,1,,FBC Melgar,2,,Primera Division
13.02.2011,Alianza Lima,4,,Union Comercio,1,,Primera Division
13.02.2011,Cienciano,1,,Sport Huancayo,0,,Primera Division
12.02.2011,U. de Deportes,0,,Juan Aurich,0,,Primera Division
12.02.2011,Cobresol,0,,U. San Martin,0,,Primera Division
12.02.2011,Ayacucho,1,,Leon de Huanuco,0,,Primera Division
12.12.2010,U. San Martin,2,,Leon de Huanuco,1,,Primera Division
08.12.2010,Leon de Huanuco,1,,U. San Martin,1,,Primera Division
05.12.2010,Cesar Vallejo,2,,FBC Melgar,0,,Primera Division
05.12.2010,Cienciano,2,,Alianza Atl.,1,,Primera Division
05.12.2010,Sporting Cristal,2,,Jose Galvez,0,,Primera Division
05.12.2010,Sport Huancayo,2,,Juan Aurich,0,,Primera Division
05.12.2010,CNI,1,,U. de Deportes,0,,Primera Division
04.12.2010,Alianza Lima,1,,U. San Martin,1,,Primera Division
04.12.2010,Sport Boys,3,,Leon de Huanuco,1,,Primera Division
03.12.2010,Total Chalaco,2,,Ayacucho,2,,Primera Division
28.11.2010,Alianza Atl.,0,,Sport Huancayo,0,,Primera Division
28.11.2010,Ayacucho,2,,Alianza Lima,2,,Primera Division
28.11.2010,FBC Melgar,1,,Sport Boys,2,,Primera Division
28.11.2010,Jose Galvez,2,,CNI,6,,Primera Division
28.11.2010,Juan Aurich,2,,Cienciano,3,,Primera Division
28.11.2010,Leon de Huanuco,1,,Cesar Vallejo,1,,Primera Division
28.11.2010,U. de Deportes,1,,Sporting Cristal,1,,Primera Division
28.11.2010,U. San Martin,1,,Total Chalaco,2,,Primera Division
21.11.2010,Alianza Lima,2,,Total Chalaco,1,,Primera Division
21.11.2010,FBC Melgar,1,,Leon de Huanuco,2,,Primera Division
21.11.2010,U. San Martin,4,,Ayacucho,1,,Primera Division
21.11.2010,Alianza Atl.,1,,Juan Aurich,0,,Primera Division
20.11.2010,CNI,0,,Sporting Cristal,2,,Primera Division
20.11.2010,Jose Galvez,0,,U. de Deportes,1,,Primera Division
20.11.2010,Cesar Vallejo,2,,Sport Boys,2,,Primera Division
20.11.2010,Sport Huancayo,2,,Cienciano,2,,Primera Division
14.11.2010,Juan Aurich,2,,FBC Melgar,0,,Primera Division
14.11.2010,U. de Deportes,1,,U. San Martin,0,,Primera Division
14.11.2010,Leon de Huanuco,3,,Alianza Atl.,1,,Primera Division
14.11.2010,Sporting Cristal,0,,Alianza Lima,1,,Primera Division
14.11.2010,Cienciano,0,,Cesar Vallejo,0,,Primera Division
13.11.2010,Sport Boys,0,,Sport Huancayo,2,,Primera Division
13.11.2010,Total Chalaco,0,,CNI,2,,Primera Division
13.11.2010,Ayacucho,6,,Jose Galvez,0,,Primera Division
10.11.2010,Alianza Lima,2,,U. de Deportes,2,,Primera Division
10.11.2010,Cesar Vallejo,0,,Juan Aurich,0,,Primera Division
10.11.2010,Total Chalaco,0,,Jose Galvez,0,,Primera Division
10.11.2010,U. San Martin,3,,CNI,1,,Primera Division
10.11.2010,Ayacucho,1,,Sporting Cristal,3,,Primera Division
10.11.2010,Leon de Huanuco,0,,Cienciano,0,,Primera Division
10.11.2010,Sport Boys,2,,Alianza Atl.,2,,Primera Division
09.11.2010,FBC Melgar,2,,Sport Huancayo,0,,Primera Division
07.11.2010,CNI,2,,Alianza Lima,0,,Primera Division
07.11.2010,Sport Huancayo,1,,Cesar Vallejo,0,,Primera Division
06.11.2010,Juan Aurich,1,,Leon de Huanuco,0,,Primera Division
06.11.2010,Jose Galvez,0,,U. San Martin,0,,Primera Division
06.11.2010,Sporting Cristal,0,,Total Chalaco,1,,Primera Division
06.11.2010,Cienciano,2,,Sport Boys,1,,Primera Division
06.11.2010,Alianza Atl.,1,,FBC Melgar,1,,Primera Division
05.11.2010,U. de Deportes,1,,Ayacucho,1,,Primera Division
01.11.2010,U. San Martin,1,,Sporting Cristal,0,,Primera Division
01.11.2010,Alianza Lima,3,,Jose Galvez,1,,Primera Division
31.10.2010,Cesar Vallejo,2,,Alianza Atl.,2,,Primera Division
31.10.2010,Total Chalaco,0,,U. de Deportes,0,,Primera Division
31.10.2010,Ayacucho,5,,CNI,0,,Primera Division
31.10.2010,Leon de Huanuco,2,,Sport Huancayo,0,,Primera Division
30.10.2010,FBC Melgar,2,,Cienciano,1,,Primera Division
30.10.2010,Sport Boys,2,,Juan Aurich,1,,Primera Division
28.10.2010,Jose Galvez,1,,Sporting Cristal,0,,Primera Division
28.10.2010,Alianza Atl.,2,,Cienciano,0,,Primera Division
27.10.2010,U. de Deportes,2,,CNI,1,,Primera Division
27.10.2010,Juan Aurich,3,,Sport Huancayo,1,,Primera Division
27.10.2010,FBC Melgar,2,,Cesar Vallejo,0,,Primera Division
27.10.2010,U. San Martin,4,,Alianza Lima,0,,Primera Division
27.10.2010,Ayacucho,2,,Total Chalaco,1,,Primera Division
27.10.2010,Leon de Huanuco,4,,Sport Boys,0,,Primera Division
24.10.2010,CNI,1,,Jose Galvez,2,,Primera Division
24.10.2010,Sport Huancayo,5,,Alianza Atl.,0,,Primera Division
24.10.2010,Sport Boys,2,,FBC Melgar,1,,Primera Division
23.10.2010,Cesar Vallejo,1,,Leon de Huanuco,2,,Primera Division
23.10.2010,Sporting Cristal,0,,U. de Deportes,0,,Primera Division
23.10.2010,Cienciano,3,,Juan Aurich,0,,Primera Division
22.10.2010,Alianza Lima,3,,Ayacucho,0,,Primera Division
22.10.2010,Total Chalaco,1,,U. San Martin,5,,Primera Division
17.10.2010,U. de Deportes,3,,Jose Galvez,1,,Primera Division
17.10.2010,Sport Boys,2,,Cesar Vallejo,1,,Primera Division
17.10.2010,Total Chalaco,1,,Alianza Lima,1,,Primera Division
17.10.2010,Cienciano,0,,Sport Huancayo,3,,Primera Division
17.10.2010,Sporting Cristal,1,,CNI,0,,Primera Division
16.10.2010,Juan Aurich,1,,Alianza Atl.,3,,Primera Division
16.10.2010,Ayacucho,2,,U. San Martin,1,,Primera Division
16.10.2010,Leon de Huanuco,3,,FBC Melgar,1,,Primera Division
13.10.2010,Cesar Vallejo,2,,Sport Huancayo,1,,Primera Division
30.09.2010,FBC Melgar,0,,Juan Aurich,2,,Primera Division
30.09.2010,U. San Martin,1,,U. de Deportes,0,,Primera Division
30.09.2010,Alianza Atl.,2,,Leon de Huanuco,1,,Primera Division
29.09.2010,Alianza Lima,3,,Sporting Cristal,1,,Primera Division
29.09.2010,Jose Galvez,3,,Ayacucho,2,,Primera Division
29.09.2010,Cesar Vallejo,1,,Cienciano,1,,Primera Division
29.09.2010,CNI,2,,Total Chalaco,1,,Primera Division
29.09.2010,Sport Huancayo,0,,Sport Boys,1,,Primera Division
26.09.2010,CNI,0,,U. San Martin,1,,Primera Division
26.09.2010,Cienciano,1,,Leon de Huanuco,2,,Primera Division
26.09.2010,Sport Huancayo,3,,FBC Melgar,0,,Primera Division
26.09.2010,Sporting Cristal,4,,Ayacucho,2,,Primera Division
25.09.2010,Jose Galvez,1,,Total Chalaco,0,,Primera Division
25.09.2010,Juan Aurich,3,,Cesar Vallejo,0,,Primera Division
25.09.2010,U. de Deportes,0,,Alianza Lima,0,,Primera Division
25.09.2010,Alianza Atl.,2,,Sport Boys,0,,Primera Division
19.09.2010,Sport Boys,2,,Cienciano,0,,Primera Division
19.09.2010,Total Chalaco,0,,Sporting Cristal,1,,Primera Division
19.09.2010,FBC Melgar,3,,Alianza Atl.,3,,Primera Division
19.09.2010,U. San Martin,3,,Jose Galvez,0,,Primera Division
18.09.2010,Alianza Lima,1,,CNI,1,,Primera Division
18.09.2010,Ayacucho,1,,U. de Deportes,0,,Primera Division
18.09.2010,Leon de Huanuco,1,,Juan Aurich,1,,Primera Division
12.09.2010,Jose Galvez,1,,Alianza Lima,1,,Primera Division
12.09.2010,CNI,2,,Ayacucho,0,,Primera Division
12.09.2010,Sporting Cristal,0,,U. San Martin,1,,Primera Division
12.09.2010,Cienciano,0,,FBC Melgar,1,,Primera Division
11.09.2010,U. de Deportes,1,,Total Chalaco,0,,Primera Division
11.09.2010,Juan Aurich,4,,Sport Boys,1,,Primera Division
11.09.2010,Alianza Atl.,1,,Cesar Vallejo,4,,Primera Division
11.09.2010,Sport Huancayo,0,,Leon de Huanuco,0,,Primera Division
29.08.2010,Alianza Atl.,1,,Cesar Vallejo,2,,Primera Division
29.08.2010,Alianza Lima,3,,Total Chalaco,1,,Primera Division
29.08.2010,Ayacucho,2,,Jose Galvez,0,,Primera Division
29.08.2010,Cienciano,3,,Sporting Cristal,3,,Primera Division
29.08.2010,Juan Aurich,1,,CNI,1,,Primera Division
29.08.2010,Leon de Huanuco,5,,Sport Huancayo,2,,Primera Division
29.08.2010,Sport Boys,1,,U. de Deportes,2,,Primera Division
29.08.2010,U. San Martin,0,,FBC Melgar,1,,Primera Division
21.08.2010,CNI,3,,Ayacucho,0,,Primera Division
21.08.2010,Cesar Vallejo,1,,Leon de Huanuco,2,,Primera Division
21.08.2010,FBC Melgar,3,,Sport Boys,3,,Primera Division
21.08.2010,Jose Galvez,0,,Juan Aurich,1,,Primera Division
21.08.2010,Sport Huancayo,2,,Alianza Atl.,1,,Primera Division
21.08.2010,Sporting Cristal,1,,Alianza Lima,0,,Primera Division
21.08.2010,Total Chalaco,3,,Cienciano,0,,Primera Division
21.08.2010,U. de Deportes,1,,U. San Martin,0,,Primera Division
15.08.2010,Juan Aurich,1,,Ayacucho,0,,Primera Division
15.08.2010,U. San Martin,2,,Sport Boys,1,,Primera Division
15.08.2010,Sport Huancayo,1,,Cesar Vallejo,0,,Primera Division
15.08.2010,Total Chalaco,1,,Sporting Cristal,0,,Primera Division
14.08.2010,CNI,1,,Jose Galvez,1,,Primera Division
14.08.2010,Alianza Lima,2,,Cienciano,1,,Primera Division
14.08.2010,Leon de Huanuco,3,,Alianza Atl.,1,,Primera Division
13.08.2010,FBC Melgar,0,,U. de Deportes,4,,Primera Division
08.08.2010,U. de Deportes,1,,Leon de Huanuco,1,,Primera Division
08.08.2010,Sporting Cristal,1,,Juan Aurich,1,,Primera Division
08.08.2010,Sport Boys,3,,Sport Huancayo,1,,Primera Division
08.08.2010,Cienciano,4,,CNI,0,,Primera Division
07.08.2010,Jose Galvez,1,,Total Chalaco,1,,Primera Division
07.08.2010,Alianza Atl.,0,,U. San Martin,3,,Primera Division
07.08.2010,Ayacucho,2,,Alianza Lima,1,,Primera Division
06.08.2010,Cesar Vallejo,1,,FBC Melgar,0,,Primera Division
01.08.2010,Alianza Lima,1,,Juan Aurich,0,,Primera Division
01.08.2010,Total Chalaco,0,,CNI,1,,Primera Division
01.08.2010,Sport Huancayo,1,,U. San Martin,2,,Primera Division
01.08.2010,Cienciano,2,,Ayacucho,0,,Primera Division
31.07.2010,Alianza Atl.,1,,U. de Deportes,0,,Primera Division
31.07.2010,Cesar Vallejo,2,,Sport Boys,1,,Primera Division
31.07.2010,Sporting Cristal,1,,Jose Galvez,2,,Primera Division
31.07.2010,Leon de Huanuco,3,,FBC Melgar,1,,Primera Division
25.07.2010,FBC Melgar,2,,Alianza Atl.,0,,Primera Division
25.07.2010,Juan Aurich,5,,Cienciano,2,,Primera Division
25.07.2010,U. de Deportes,3,,Sport Huancayo,0,,Primera Division
25.07.2010,U. San Martin,1,,Cesar Vallejo,0,,Primera Division
24.07.2010,CNI,1,,Sporting Cristal,0,,Primera Division
24.07.2010,Sport Boys,0,,Leon de Huanuco,0,,Primera Division
24.07.2010,Ayacucho,2,,Total Chalaco,0,,Primera Division
24.07.2010,Jose Galvez,0,,Alianza Lima,1,,Primera Division
18.07.2010,Cesar Vallejo,0,,U. de Deportes,1,,Primera Division
18.07.2010,Cienciano,0,,Jose Galvez,3,,Primera Division
18.07.2010,Total Chalaco,1,,Juan Aurich,2,,Primera Division
18.07.2010,Sport Huancayo,3,,FBC Melgar,0,,Primera Division
18.07.2010,Alianza Atl.,4,,Sport Boys,0,,Primera Division
17.07.2010,Alianza Lima,4,,CNI,1,,Primera Division
17.07.2010,Sporting Cristal,4,,Ayacucho,1,,Primera Division
17.07.2010,Leon de Huanuco,4,,U. San Martin,2,,Primera Division
11.07.2010,U. San Martin,4,,Jose Galvez,0,,Primera Division
10.07.2010,Sport Boys,3,,Total Chalaco,2,,Primera Division
10.07.2010,Cesar Vallejo,1,,Juan Aurich,1,,Primera Division
10.07.2010,U. de Deportes,0,,Alianza Lima,1,,Primera Division
10.07.2010,FBC Melgar,2,,Ayacucho,1,,Primera Division
10.07.2010,Alianza Atl.,0,,CNI,1,,Primera Division
10.07.2010,Leon de Huanuco,1,,Cienciano,0,,Primera Division
10.07.2010,Sport Huancayo,0,,Sporting Cristal,1,,Primera Division
04.07.2010,Jose Galvez,0,,Alianza Atl.,0,,Primera Division
04.07.2010,Juan Aurich,2,,Sport Huancayo,0,,Primera Division
04.07.2010,Cienciano,1,,U. de Deportes,1,,Primera Division
04.07.2010,Sporting Cristal,1,,Sport Boys,1,,Primera Division
04.07.2010,Alianza Lima,2,,FBC Melgar,1,,Primera Division
03.07.2010,CNI,1,,Leon de Huanuco,1,,Primera Division
03.07.2010,Ayacucho,1,,Cesar Vallejo,2,,Primera Division
